Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,Yeilds,Humidity,Crops,Price,Season
2009,Hassan,50975,3105.0,37.0,River basins,Spray,7.931644021454311,57.0,Coconut,2644,Rabi
2010,Hassan,206,3105.0,37.0,River basins,Spray,7.335633981927201,55.0,Coconut,44235,Rabi
2011,Hassan,10922,3105.0,37.0,Alluvial,Spray,7.4073177104694174,56.0,Coconut,203317,Rabi
2012,Hassan,51390,236.0,38.0,Alluvial,Spray,6.883462586413092,54.0,Coconut,2134,Rabi
2013,Hassan,177,236.0,38.0,Alluvial,Spray,1.0986122886681098,58.0,Coconut,45186,Rabi
2014,Hassan,10723,2903.1,38.0,Alluvial,Spray,6.729824070489475,58.0,Coconut,238542,Rabi
2015,Hassan,51709,2903.1,39.0,Alluvial,Spray,6.693323668269949,59.0,Coconut,1516,Rabi
2016,Mangalore,146,2903.1,39.0,Alluvial,Spray,6.78105762593618,50.0,Coconut,57259,Rabi
2017,Mangalore,10910,2996.6,39.0,Alluvial,Spray,6.647688373563329,54.0,Coconut,234779,Rabi
2018,Mangalore,51355,2996.6,40.0,Alluvial,Spray,5.981414211254481,53.0,Coconut,1493,Rabi
2004,Mangalore,160,2996.6,40.0,Alluvial,Spray,5.236441962829949,52.0,Coconut,64409,Rabi
2005,Mangalore,10912,3522.8,40.0,Alluvial,Spray,5.236441962829949,51.0,Coconut,249978,Rabi
2006,Mangalore,51353,3522.8,41.0,Alluvial,Spray,4.804021044733257,57.0,Coconut,637,Rabi
2007,Mangalore,142,3522.8,41.0,Alluvial,Spray,4.6443908991413725,57.0,Coconut,43311,Rabi
2008,Mangalore,10505,2903.1,41.0,Alluvial,Spray,4.276666119016055,60.0,Coconut,24848,Rabi
2009,Mangalore,51040,2903.1,42.0,Alluvial,Spray,8.284504227258497,57.0,Coconut,761,Rabi
2010,Mangalore,154,2903.1,42.0,Alluvial,Spray,8.354203562921775,57.0,Coconut,45608,Rabi
2011,Mangalore,10318,2996.6,42.0,Alluvial,Spray,8.098946748943339,54.0,Coconut,234581,Rabi
2012,Mangalore,48083,2996.6,43.0,Alluvial,Spray,8.051659556841953,54.5,Coconut,646,Rabi
2013,Mangalore,143,2996.6,43.0,Alluvial,Spray,8.138564737261632,56.6,Coconut,43562,Rabi
2016,Mangalore,4877,3512.4,27.0,Loam,Spray,4.219507705176107,50.0,Coconut,203317,Rabi
2017,Mangalore,4930,3296.0,27.0,Loam,Spray,4.143134726391533,54.0,Coconut,2134,Rabi
2018,Mangalore,4954,3296.0,27.0,Loam,Drip,3.4965075614664802,53.0,Cocoa,45186,Rabi
2004,Mangalore,5019,3296.0,27.0,Loam,Drip,3.1354942159291497,52.0,Cocoa,238542,Rabi
2005,Mangalore,5127,3550.0,27.0,Loam,Drip,3.258096538021482,51.0,Cocoa,1516,Rabi
2006,Mangalore,5174,3550.0,27.0,Loam,Drip,1.6094379124341003,57.0,Cocoa,57259,Rabi
2007,Mangalore,5294,3550.0,27.2,Loam,Drip,2.302585092994046,57.0,Cocoa,234779,Rabi
2008,Mangalore,5474,3654.0,27.2,Loam,Drip,2.5649493574615367,60.0,Cocoa,1493,Rabi
2009,Mangalore,5864,3654.0,27.2,Loam,Drip,7.644919344958857,57.0,Coffee,64409,Rabi
2010,Mangalore,7028,3654.0,27.0,Loam,Drip,7.941295570906532,57.0,Coffee,249978,Rabi
2011,Mangalore,7403,233.0,27.0,Loam,Drip,6.7357800142423265,54.0,Coffee,637,Rabi
2012,Mangalore,7501,233.0,27.0,Loam,Drip,8.174984532943087,54.5,Coffee,43311,Rabi
2013,Mangalore,7714,233.0,27.0,Loam,Drip,4.700480365792417,56.6,Coffee,24848,Rabi
2014,Mangalore,7856,234.0,27.0,Loam,Drip,8.122371243406553,55.5,Coffee,761,Rabi
2015,Mangalore,32,234.0,27.0,Loam,Drip,8.20849175174038,58.5,Coffee,45608,Rabi
2016,Mangalore,1,234.0,27.2,Loam,Drip,7.785305182539862,59.5,Coffee,234581,Rabi
2017,Mangalore,30,3105.0,27.2,Loam,Drip,7.939515260662406,55.0,Coffee,646,Rabi
2018,Mangalore,6,3105.0,27.2,Loam,Drip,7.754481547470383,53.0,Coffee,43562,Rabi
2004,Mangalore,15,3105.0,27.1,Loam,Drip,7.644440761556566,53.5,Coffee,200000,Rabi
2005,Mangalore,4,236.0,27.1,Loam,Drip,7.874358824729881,52.5,Coffee,4847,Rabi
2006,Mangalore,39,236.0,27.1,Loam,Drip,7.570443252057374,56.0,Coffee,51239,Rabi
2007,Mangalore,6,2903.1,26.8,Loam,Drip,7.534762657037537,57.0,Coffee,216396,Rabi
2008,Mangalore,12,2903.1,26.8,Loam,Drip,7.533158807455563,57.5,Coffee,2644,Rabi
2009,Mangalore,3,2903.1,26.8,Loam,Drip,11.759160347507835,57.0,Cardamum,44235,Rabi
2010,Mangalore,17,2996.6,37.0,Sandy loam,Drip,11.229779754319612,55.0,Cardamum,203317,Rabi
2011,Mangalore,3,2996.6,37.0,Sandy loam,Drip,10.280930344070526,56.0,Cardamum,2134,Rabi
2012,Mangalore,9,2996.6,37.0,Sandy loam,Drip,7.550661243105336,54.0,Cardamum,45186,Rabi
2013,Mangalore,21,3522.8,38.0,Sandy loam,Drip,6.880384082186005,58.0,Cardamum,238542,Rabi
2014,Mangalore,11,3522.8,38.0,Sandy loam,Drip,6.774223886357614,58.0,Cardamum,1516,Rabi
2015,Mangalore,4,3522.8,38.0,Clay loam,Drip,6.385194398997726,59.0,Cardamum,57259,Rabi
2016,Mangalore,15,2903.1,39.0,Clay loam,Drip,6.762729506931879,50.0,Cardamum,234779,Rabi
2017,Mangalore,8,2903.1,39.0,Clay loam,Drip,8.589327789175437,54.0,Cardamum,1493,Rabi
2018,Mangalore,29,2903.1,39.0,Clay loam,Drip,8.793308627496552,53.0,Cardamum,64409,Rabi
2004,Mangalore,1,2996.6,40.0,Clay loam,Drip,8.53856321715243,52.0,Cardamum,249978,Rabi
2005,Mangalore,13736,2996.6,40.0,Clay loam,Drip,8.615951963439501,51.0,Cardamum,637,Rabi
2006,Mangalore,14003,2996.6,40.0,Laterite,Drip,8.499640032168648,57.0,Cardamum,43311,Rabi
2007,Mangalore,14179,3522.8,41.0,Laterite,Drip,8.25088114470065,57.0,Cardamum,24848,Rabi
2008,Mangalore,14319,3522.8,41.0,Laterite,Drip,1.6094379124341003,60.0,Cardamum,761,Rabi
2009,Mangalore,14464,3522.8,41.0,Laterite,Drip,2.302585092994046,57.0,Pepper,45608,Rabi
2010,Mangalore,14876,3729.8,42.0,Laterite,Drip,2.5649493574615367,57.0,Pepper,234581,Rabi
2011,Mangalore,14976,3729.8,42.0,Laterite,Drip,7.644919344958857,54.0,Pepper,646,Rabi
2012,Mangalore,15009,3729.8,42.0,Laterite,Drip,7.941295570906532,54.5,Pepper,43562,Rabi
2013,Mangalore,15114,2746.2,43.0,Laterite,Drip,6.7357800142423265,56.6,Pepper,200000,Rabi
2014,Mangalore,16224,2746.2,43.0,Laterite,Drip,8.174984532943087,55.5,Pepper,4847,Rabi
2015,Mangalore,17095,2746.2,27.0,Laterite,Drip,4.700480365792417,58.5,Pepper,51239,Rabi
2016,Mangalore,17512,3360.0,27.0,Laterite,Drip,8.122371243406553,59.5,Pepper,216396,Rabi
2017,Mangalore,17587,3360.0,27.0,Laterite,Basin,8.20849175174038,55.0,Pepper,2644,Rabi
2018,Mangalore,17771,3360.0,27.0,Laterite,Basin,7.785305182539862,53.0,Pepper,44235,Rabi
2004,Mangalore,17825,3605.4,27.0,Laterite,Basin,7.939515260662406,53.5,Pepper,203317,Rabi
2005,Mangalore,3147,3605.4,27.0,Laterite,Basin,7.754481547470383,52.5,Pepper,2134,Rabi
2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,7.644440761556566,56.0,Pepper,45186,Rabi
2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,7.874358824729881,57.0,Pepper,238542,Rabi
2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,7.570443252057374,57.5,Pepper,1516,Rabi
2009,Kodagu,4,3512.4,27.0,Laterite,Basin,7.534762657037537,57.0,Arecanut,200000,Rabi
2010,Kodagu,1122,3296.0,27.0,Laterite,Basin,7.533158807455563,55.0,Arecanut,4847,Rabi
2011,Kodagu,917,3296.0,27.0,Laterite,Basin,11.759160347507835,56.0,Arecanut,51239,Rabi
2012,Kodagu,819,3296.0,27.0,Laterite,Basin,11.229779754319612,54.0,Arecanut,216396,Rabi
2013,Kodagu,619,3550.0,27.0,Laterite,Basin,10.280930344070526,58.0,Arecanut,2644,Rabi
2014,Kodagu,391,3550.0,27.0,Laterite,Basin,7.550661243105336,58.0,Arecanut,44235,Rabi
2015,Kodagu,211,3550.0,27.2,Laterite,Basin,6.880384082186005,59.0,Arecanut,203317,Rabi
2016,Kodagu,153,3654.0,27.2,Laterite,Basin,6.774223886357614,50.0,Arecanut,2134,Rabi
2017,Kodagu,111,3654.0,27.2,Laterite,Basin,6.385194398997726,54.0,Arecanut,45186,Rabi
2018,Kodagu,76,3654.0,27.1,Laterite,Basin,6.762729506931879,53.0,Arecanut,238542,Rabi
2019,Kodagu,53,233.0,27.1,Laterite,Basin,8.589327789175437,52.0,Arecanut,1516,Rabi
2004,Kodagu,2688,233.0,27.1,Laterite,Basin,8.793308627496552,51.0,Arecanut,57259,Rabi
2005,Kodagu,2311,233.0,26.8,Laterite,Basin,8.53856321715243,57.0,Arecanut,234779,Rabi
2006,Kodagu,2188,234.0,26.8,Laterite,Basin,8.615951963439501,57.0,Arecanut,1493,Rabi
2007,Kodagu,1998,234.0,26.8,Laterite,Basin,8.499640032168648,60.0,Arecanut,64409,Rabi
2008,Kodagu,2006,234.0,37.0,Laterite,Basin,8.25088114470065,57.0,Ginger,249978,Rabi
2009,Kodagu,2034,3105.0,37.0,Laterite,Basin,1.6094379124341003,57.0,Ginger,637,Rabi
2010,Kodagu,2035,3105.0,37.0,Laterite,Basin,2.302585092994046,54.0,Ginger,43311,Rabi
2011,Kodagu,2074,3105.0,38.0,Laterite,Basin,2.5649493574615367,54.5,Ginger,24848,Rabi
2012,Kodagu,2127,236.0,38.0,Laterite,Basin,7.644919344958857,56.6,Ginger,761,Rabi
2013,Mysuru,2090,236.0,38.0,Laterite,Basin,7.941295570906532,55.5,Ginger,45608,Rabi
2014,Mysuru,2059,2903.1,39.0,Laterite,Basin,6.7357800142423265,58.5,Ginger,234581,Rabi
2015,Mysuru,2050,2903.1,39.0,Laterite,Basin,8.174984532943087,59.5,Ginger,646,Rabi
2016,Mysuru,1865,2903.1,39.0,Laterite,Basin,4.700480365792417,55.0,Ginger,43562,Rabi
2017,Mysuru,1841,2996.6,40.0,Laterite,Basin,8.122371243406553,53.0,Ginger,200000,Rabi
2018,Mysuru,1799,2996.6,40.0,Laterite,Basin,8.20849175174038,53.5,Ginger,4847,Rabi
2012,Mysuru,1468,2996.6,40.0,Laterite,Basin,7.785305182539862,52.5,Ginger,51239,Rabi
2013,Mysuru,568,3522.8,41.0,Laterite,Basin,7.939515260662406,56.0,Ginger,216396,Rabi
2014,Mysuru,407,3522.8,41.0,Laterite,Basin,7.754481547470383,57.0,Ginger,2644,Rabi
2015,Mysuru,177,3522.8,41.0,Laterite,Basin,7.644440761556566,57.5,Ginger,44235,Rabi
2016,Mysuru,51,2903.1,42.0,Laterite,Basin,7.874358824729881,57.0,Tea,203317,Rabi
2017,Mysuru,173,2903.1,42.0,Sandy loam,Basin,7.570443252057374,55.0,Tea,2134,Rabi
2018,Mysuru,201,2903.1,42.0,Sandy loam,Basin,7.534762657037537,56.0,Tea,45186,Rabi
2019,Mysuru,206,2996.6,43.0,Sandy loam,Basin,7.533158807455563,54.0,Tea,238542,Rabi
2004,Mysuru,243,2996.6,27.0,Sandy loam,Basin,11.759160347507835,58.0,Tea,1516,Rabi
2005,Mysuru,123,2996.6,27.0,Sandy loam,Basin,11.229779754319612,58.0,Tea,57259,Rabi
2006,Mysuru,82,3522.8,27.0,Sandy loam,Spray,10.280930344070526,59.0,Tea,234779,Rabi
2007,Mysuru,74,3522.8,27.0,Sandy loam,Spray,7.550661243105336,50.0,Tea,1493,Rabi
2008,Mysuru,18,3522.8,27.0,Sandy loam,Spray,6.880384082186005,54.0,Tea,64409,Rabi
2009,Kasaragodu,37,3729.8,27.0,Sandy loam,Spray,6.774223886357614,53.0,Tea,249978,Rabi
2010,Kasaragodu,35,3729.8,27.2,Sandy loam,Spray,6.385194398997726,52.0,Tea,637,Rabi
2011,Kasaragodu,5974,3729.8,27.2,Sandy loam,Spray,6.762729506931879,51.0,Tea,43311,Rabi
2012,Kasaragodu,6631,2746.2,27.2,Sandy loam,Spray,8.589327789175437,57.0,Tea,24848,Rabi
2013,Kasaragodu,6705,2746.2,27.0,Sandy loam,Spray,8.793308627496552,57.0,Tea,761,Rabi
2014,Kasaragodu,5876,2746.2,27.0,Sandy loam,Spray,8.53856321715243,60.0,Tea,45608,Rabi
2015,Kasaragodu,326,3360.0,27.0,Sandy loam,Spray,8.615951963439501,57.0,Paddy,234581,Rabi
2016,Kasaragodu,6470,3360.0,27.0,Sandy loam,Spray,8.499640032168648,57.0,Paddy,646,Rabi
2017,Kasaragodu,6709,3360.0,27.0,Sandy loam,Spray,8.25088114470065,54.0,Paddy,43562,Rabi
2018,Kasaragodu,6186,3605.4,27.0,Sandy loam,Spray,12.655707737382812,54.5,Paddy,200000,Rabi
2011,Kasaragodu,6503,3605.4,27.2,Sandy loam,Spray,7.931644021454311,56.6,Paddy,4847,Rabi
2012,Kasaragodu,5220,2903.1,27.2,Sandy loam,Spray,7.335633981927201,55.5,Paddy,51239,Rabi
2013,Kasaragodu,4677,2903.1,27.2,Sandy loam,Spray,7.4073177104694174,58.5,Paddy,216396,Rabi
2014,Kasaragodu,4803,2903.1,27.1,Sandy loam,Spray,6.883462586413092,59.5,Paddy,2644,Rabi
2015,Kasaragodu,3739,2996.6,27.1,Sandy loam,Spray,1.0986122886681098,55.0,Paddy,44235,Rabi
2016,Kasaragodu,3529,2996.6,27.1,Sandy loam,Spray,6.729824070489475,53.0,Paddy,203317,Rabi
2017,Kasaragodu,3649,2996.6,26.8,Sandy loam,Spray,6.693323668269949,53.5,Paddy,2134,Rabi
2018,Kasaragodu,1374,3522.8,26.8,Sandy loam,Spray,6.78105762593618,52.5,Paddy,45186,Rabi
2004,Kasaragodu,933,3522.8,26.8,Sandy loam,Spray,6.647688373563329,56.0,Paddy,238542,Rabi
2005,Kasaragodu,345,3522.8,37.0,Sandy loam,Spray,5.981414211254481,57.0,Paddy,1516,Rabi
2006,Kasaragodu,29,3729.8,37.0,Sandy loam,Spray,5.236441962829949,57.5,Paddy,200000,Rabi
2007,Kasaragodu,11,2903.1,37.0,Sandy loam,Spray,5.236441962829949,57.0,Groundnut,4847,Rabi
2008,Kasaragodu,10,2903.1,38.0,Sandy loam,Spray,4.804021044733257,55.0,Groundnut,51239,Rabi
2009,Kasaragodu,7,2903.1,38.0,Sandy loam,Spray,4.6443908991413725,56.0,Groundnut,216396,Rabi
2010,Kasaragodu,10,2996.6,38.0,Sandy loam,Spray,4.276666119016055,54.0,Groundnut,2644,Rabi
2011,Kasaragodu,56,2996.6,39.0,Sandy loam,Spray,8.284504227258497,58.0,Groundnut,44235,Rabi
2012,Kasaragodu,68,2996.6,39.0,Sandy loam,Spray,8.354203562921775,58.0,Groundnut,203317,Rabi
2013,Kasaragodu,56,3522.8,39.0,Sandy loam,Spray,8.098946748943339,59.0,Groundnut,2134,Rabi
2014,Kasaragodu,66,3522.8,40.0,Sandy loam,Spray,8.051659556841953,50.0,Groundnut,45186,Rabi
2015,Kasaragodu,55,3522.8,40.0,Sandy loam,Spray,8.138564737261632,54.0,Groundnut,238542,Rabi
2016,Kasaragodu,42,3729.8,40.0,Sandy loam,Spray,8.268731832117737,53.0,Groundnut,1516,Rabi
2017,Kasaragodu,51179,3729.8,41.0,Sandy loam,Spray,8.298041661371565,52.0,Groundnut,57259,Rabi
2018,Raichur,468,3729.8,41.0,Sandy loam,Spray,8.361708288575842,51.0,Groundnut,234779,Rabi
2004,Raichur,11841,2746.2,41.0,Sandy loam,Spray,8.335191583433202,57.0,Groundnut,1493,Rabi
2005,Raichur,50975,2746.2,42.0,Sandy loam,Spray,8.40737832540903,57.0,Groundnut,64409,Rabi
2012,Raichur,206,2746.2,42.0,Sandy loam,Spray,8.216088098632316,60.0,Groundnut,249978,Rabi
2013,Raichur,10922,3360.0,42.0,Sandy loam,Spray,8.498010371999463,57.0,Blackgram,637,Rabi
2014,Raichur,51390,3360.0,43.0,Sandy loam,Spray,7.945201132412759,57.0,Blackgram,43311,Rabi
2015,Raichur,177,3360.0,43.0,Sandy loam,Spray,8.152774052744075,54.0,Blackgram,24848,Rabi
2018,Raichur,158,233.0,27.0,Black,Drip,5.236441962829949,57.5,Cashew,234779,Rabi
2019,Raichur,8982,234.0,27.0,Black,Drip,4.804021044733257,57.0,Cashew,1493,Rabi
2004,Raichur,46990,234.0,27.0,Black,Drip,4.6443908991413725,55.0,Cashew,64409,Rabi
2013,Gulbarga,103,234.0,27.0,Black,Drip,4.276666119016055,56.0,Cashew,249978,Rabi
2014,Gulbarga,8239,3105.0,27.0,Black,Drip,8.284504227258497,54.0,Cashew,637,Rabi
2015,Gulbarga,44563,3105.0,27.0,Black,Drip,8.354203562921775,58.0,Cashew,43311,Rabi
2016,Gulbarga,96,3105.0,27.2,Black,Drip,8.098946748943339,58.0,Cashew,24848,Rabi
2017,Gulbarga,6949,236.0,27.2,Black,Drip,8.051659556841953,59.0,Cashew,761,Rabi
2018,Gulbarga,44663,236.0,27.2,Black,Drip,8.138564737261632,50.0,Cashew,45608,Rabi
2004,Gulbarga,110,2903.1,27.0,Black,Drip,8.268731832117737,54.0,Cashew,234581,Rabi
2005,Gulbarga,6824,2903.1,27.0,Black,Drip,8.298041661371565,53.0,Coconut,646,Rabi
2006,Gulbarga,43013,2903.1,27.0,Black,Drip,8.361708288575842,59.5,Coconut,43562,Rabi
2007,Gulbarga,95,2996.6,27.0,Red,Drip,8.335191583433202,55.0,Coconut,200000,Rabi
2008,Gulbarga,6441,2996.6,27.0,Red,Drip,8.40737832540903,53.0,Coconut,4847,Rabi
2009,Gulbarga,4012,2996.6,27.0,Red,Drip,8.216088098632316,53.5,Coconut,51239,Rabi
2010,Gulbarga,4877,3522.8,27.2,Red,Drip,8.498010371999463,52.5,Coconut,216396,Rabi
2011,Gulbarga,4930,3522.8,27.2,Red,Drip,7.945201132412759,56.0,Coconut,2644,Rabi
2012,Gulbarga,4954,3522.8,27.2,Red,Drip,8.152774052744075,57.0,Coconut,44235,Rabi
2013,Gulbarga,5019,3729.8,27.1,Red,Drip,8.201934351194222,57.5,Coconut,203317,Rabi
2014,Gulbarga,5127,3729.8,27.1,Red,Drip,5.976350909297934,57.0,Coconut,2134,Rabi
2015,Gulbarga,5174,3729.8,27.1,Red,Drip,5.123963979403259,55.0,Coconut,45186,Rabi
2016,Gulbarga,5294,2746.2,26.8,Red,Drip,4.276666119016055,56.0,Coconut,238542,Rabi
2017,Gulbarga,5474,2746.2,26.8,Red,Drip,3.970291913552122,54.0,Coconut,1516,Rabi
2018,Gulbarga,5864,2746.2,26.8,Red,Drip,7.852050207265889,58.0,Coconut,200000,Rabi
2013,Gulbarga,7028,3360.0,37.0,Red,Drip,10.209905507043057,58.0,Coconut,4847,Rabi
2014,Gulbarga,7403,3360.0,37.0,Red,Drip,11.650467553988712,59.0,Coconut,51239,Rabi
2015,Gulbarga,7501,3360.0,37.0,Red,Drip,7.246368080102461,50.0,Ginger,216396,Rabi
2016,Gulbarga,7714,3605.4,38.0,Red,Drip,10.062924236792623,54.0,Ginger,2644,Rabi
2017,Gulbarga,7856,3605.4,38.0,Red,Drip,11.588125697533163,53.0,Ginger,44235,Rabi
2018,Gulbarga,32,3605.4,38.0,Red,Basin,7.0326242610280065,59.5,Ginger,203317,Rabi
2004,Gulbarga,1,3512.4,39.0,Red,Basin,10.0841827875855,55.0,Ginger,2134,Rabi
2005,Gulbarga,30,3512.4,39.0,Red,Basin,11.74790272098998,53.0,Ginger,45186,Rabi
2006,Gulbarga,6,3512.4,39.0,Red,Basin,6.690842277418564,53.5,Ginger,238542,Rabi
2007,Gulbarga,15,3296.0,40.0,Red,Basin,10.32098004085701,52.5,Ginger,1516,Rabi
2008,Gulbarga,4,3296.0,40.0,Red,Basin,11.732004768406622,56.0,Ginger,57259,Rabi
2009,Gulbarga,39,3296.0,40.0,Red,Basin,6.675823221634848,57.0,Ginger,234779,Rabi
2010,Gulbarga,6,3550.0,41.0,Red,Basin,10.438634988447184,57.5,Ginger,1493,Rabi
2011,Gulbarga,12,3550.0,41.0,Alluvial,Basin,7.852050207265889,57.0,Ginger,64409,Rabi
2012,Gulbarga,3,3550.0,41.0,Alluvial,Basin,10.209905507043057,55.0,Ginger,249978,Rabi
2013,Gulbarga,17,3654.0,42.0,Alluvial,Basin,11.650467553988712,56.0,Ginger,637,Rabi
2014,Gulbarga,3,3654.0,42.0,Alluvial,Basin,7.246368080102461,54.0,Ginger,43311,Rabi
2015,Gulbarga,9,3654.0,42.0,Alluvial,Drip,10.062924236792623,57.0,Coconut,200000,Rabi
2016,Madikeri,21,233.0,43.0,Alluvial,Drip,11.588125697533163,57.5,Coconut,4847,Rabi
2017,Madikeri,11,233.0,43.0,Alluvial,Drip,7.0326242610280065,57.0,Coconut,51239,Rabi
2018,Madikeri,4,233.0,27.0,Alluvial,Drip,10.0841827875855,55.0,Coconut,216396,Rabi
2015,Madikeri,15,234.0,27.0,Alluvial,Drip,11.74790272098998,56.0,Coconut,2644,Rabi
2016,Madikeri,8,234.0,27.0,Alluvial,Drip,6.690842277418564,54.0,Coconut,44235,Rabi
2017,Madikeri,29,234.0,27.0,Alluvial,Drip,10.32098004085701,58.0,Coconut,203317,Rabi
2018,Madikeri,1,3105.0,27.0,Alluvial,Drip,11.732004768406622,58.0,Coconut,2134,Rabi
2013,Madikeri,13736,3105.0,27.0,Alluvial,Drip,6.675823221634848,59.0,Coconut,45186,Rabi
2014,Madikeri,14003,3105.0,27.2,Alluvial,Drip,10.438634988447184,50.0,Coconut,238542,Rabi
2015,Madikeri,14179,236.0,27.2,Alluvial,Drip,11.794730300249133,54.0,Coconut,1516,Rabi
2016,Madikeri,14319,2903.1,27.2,Alluvial,Drip,5.82600010738045,53.0,Coconut,57259,Rabi
2017,Madikeri,14464,2903.1,27.0,Alluvial,Drip,10.041813682016414,52.0,Coconut,234779,Rabi
2018,Madikeri,14876,2903.1,27.0,Alluvial,Drip,11.7887677226178,51.0,Coconut,1493,Rabi
2004,Madikeri,14976,2996.6,27.0,Alluvial,Drip,6.003887067106539,57.0,Coconut,64409,Rabi
2005,Madikeri,15009,2996.6,27.0,Alluvial,Drip,10.093487885257083,57.0,Coconut,249978,Rabi
2006,Madikeri,15114,2996.6,27.0,Alluvial,Drip,11.731160991611851,60.0,Coconut,637,Rabi
2007,Madikeri,16224,3522.8,27.0,Alluvial,Drip,5.840641657373398,57.0,Coconut,43311,Rabi
2008,Madikeri,17095,3522.8,27.2,Alluvial,Drip,10.047587896509885,57.0,Coconut,24848,Rabi
2009,Madikeri,17512,3522.8,27.2,Alluvial,Drip,11.676971368050221,54.0,Coconut,761,Rabi
2010,Madikeri,17587,3729.8,27.2,Alluvial,Drip,5.820082930352362,54.5,Coconut,45608,Rabi
2011,Madikeri,17771,3729.8,27.1,Arid and Desert,Drip,10.02548392184538,56.6,Coconut,234581,Rabi
2012,Madikeri,17825,3729.8,27.1,Arid and Desert,Drip,11.665492634563813,55.5,Coconut,646,Rabi
2013,Madikeri,3147,2746.2,27.1,Arid and Desert,Drip,5.75890177387728,58.5,Coconut,43562,Rabi
2014,Madikeri,2578,2746.2,26.8,Arid and Desert,Drip,9.97119292889014,59.5,Coconut,200000,Rabi
2015,Madikeri,1591,2746.2,26.8,Arid and Desert,Drip,11.712620229821528,55.0,Coconut,4847,Rabi
2016,Madikeri,1298,3360.0,26.8,Arid and Desert,Drip,5.948034989180646,53.0,Coconut,51239,Rabi
2017,Madikeri,4,3360.0,37.0,Arid and Desert,Drip,9.882212842257273,53.5,Coconut,216396,Rabi
2016,Madikeri,1122,3360.0,37.0,Arid and Desert,Drip,11.703859824862406,52.5,Coconut,2644,Rabi
2017,Madikeri,917,3605.4,37.0,Arid and Desert,Drip,5.44673737166631,56.0,Coconut,44235,Rabi
2018,Madikeri,819,3605.4,38.0,Arid and Desert,Drip,9.849664745838622,57.0,Coconut,203317,Rabi
2013,Madikeri,619,3605.4,38.0,Arid and Desert,Drip,11.613494519891924,57.5,Coconut,2134,Rabi
2014,Madikeri,391,3512.4,38.0,Arid and Desert,Drip,5.402677381872279,57.0,Coconut,45186,Rabi
2015,Madikeri,211,3512.4,39.0,Arid and Desert,Drip,9.63971730013066,55.0,Coconut,238542,Rabi
2016,Chikmangaluru,153,3512.4,39.0,Arid and Desert,Drip,11.698358841693127,56.0,Coconut,1516,Rabi
2017,Chikmangaluru,111,3296.0,39.0,Arid and Desert,Drip,5.676753802268282,54.0,Coconut,57259,Rabi
2018,Chikmangaluru,76,3296.0,40.0,Arid and Desert,Drip,9.75452339939617,58.0,Coconut,234779,Rabi
2004,Chikmangaluru,53,3296.0,40.0,Arid and Desert,Drip,11.689899415437587,58.0,Coconut,1493,Rabi
2005,Chikmangaluru,2688,3550.0,40.0,Arid and Desert,Drip,5.648974238161206,59.0,Coconut,64409,Rabi
2006,Chikmangaluru,2311,3550.0,41.0,Arid and Desert,Drip,9.780811314668615,50.0,Coconut,249978,Rabi
2007,Chikmangaluru,2188,3550.0,41.0,Arid and Desert,Drip,8.875985891325971,54.0,Coconut,637,Rabi
2008,Chikmangaluru,1998,3654.0,41.0,Arid and Desert,Drip,9.071193240566025,53.0,Coconut,43311,Rabi
2009,Chikmangaluru,2006,3654.0,42.0,Arid and Desert,Drip,10.627818428076326,52.0,Coconut,24848,Rabi
2010,Chikmangaluru,2034,3654.0,42.0,Arid and Desert,Drip,9.086929027060949,51.0,Coconut,761,Rabi
2011,Chikmangaluru,2035,233.0,42.0,Arid and Desert,Basin,9.099967314494812,57.0,Coconut,45608,Rabi
2012,Chikmangaluru,2074,233.0,43.0,Arid and Desert,Basin,10.666999995756637,57.0,Coconut,234581,Rabi
2013,Chikmangaluru,2127,233.0,27.0,Black,Basin,9.130322663990151,60.0,Coconut,646,Rabi
2014,Chikmangaluru,2090,234.0,27.0,Black,Basin,10.699055933195222,57.0,Coconut,43562,Rabi
2015,Chikmangaluru,2059,234.0,27.0,Black,Basin,10.732497780300108,57.0,Coconut,200000,Rabi
2016,Chikmangaluru,2050,234.0,27.0,Black,Basin,10.801308768126622,54.0,Coconut,4847,Rabi
2017,Chikmangaluru,1865,3105.0,27.0,Black,Basin,11.365723917231175,54.5,Coconut,51239,Rabi
2016,Chikmangaluru,1841,3105.0,27.0,Black,Basin,10.962024095948502,56.6,Coconut,216396,Rabi
2017,Chikmangaluru,1799,3105.0,27.2,Black,Basin,10.97517390326498,55.5,Coconut,2644,Rabi
2016,Chikmangaluru,1468,236.0,27.2,Black,Basin,11.014555282471584,58.5,Coconut,44235,Rabi
2017,Chikmangaluru,568,236.0,27.2,Black,Basin,11.603743753136092,59.5,Coconut,203317,Rabi
2018,Chikmangaluru,407,321.0,27.0,Black,Basin,4.74493212836325,55.0,Coconut,2134,Rabi
2013,Chikmangaluru,177,3654.0,27.0,Black,Basin,1.3862943611198906,53.0,Coconut,45186,Rabi
2014,Chikmangaluru,51,323.0,27.0,Black,Basin,4.564348191467836,53.5,Coconut,238542,Rabi
